Chile,  Population size (1-year)     Last modified: 11-Feb-2009, MPv5 (May07)

Year     Age      Female         Male        Total
2006      57      71888.13     66958.67    138846.80
2006      58      68090.11     62868.86    130958.97
2006      59      63561.65     58604.96    122166.61
2006      60      62850.73     59176.26    122026.99
2006      61      60541.58     55907.89    116449.47
2006      62      59119.27     54019.72    113138.99
2006      63      57304.90     50126.04    107430.94
2006      64      56100.29     47291.86    103392.15
2006      65      49536.87     44539.09     94075.96
2006      66      53365.98     46883.30    100249.28
2006      67      46739.18     40033.28     86772.46
2006      68      46674.50     40122.40     86796.90
2006      69      48562.48     40131.66     88694.14
2006      70      40458.19     33675.29     74133.48
2006      71      39096.69     32579.52     71676.21
2006      72      35674.75     28034.47     63709.22
2006      73      35241.67     27446.05     62687.72
2006      74      37025.00     27908.97     64933.97
2006      75      34527.69     27158.02     61685.71
2006      76      38281.75     28805.56     67087.31
2006      77      32884.05     23282.56     56166.61
2006      78      29822.27     20729.32     50551.59
2006      79      26404.23     18565.21     44969.44
2006      80      22463.52     15150.72     37614.24
2006      81      19792.94     13684.10     33477.04
2006      82      18724.30     12372.60     31096.90
2006      83      15730.09      9808.40     25538.49
2006      84      15578.16      9004.49     24582.65
2006      85      12384.17      7363.40     19747.57
2006      86      13155.39      7419.45     20574.84
2006      87      10079.58      5326.25     15405.83
2006      88       9200.98      4727.43     13928.41
2006      89       7858.38      3938.64     11797.02
2006      90       7717.45      4369.01     12086.46
2006      91       6441.57      3409.68      9851.25
2006      92       5271.82      2606.80      7878.62
2006      93       3896.16      1834.87      5731.03
2006      94       2870.12      1293.87      4163.99
2006      95       2117.02       877.10      2994.12
2006      96       1521.95       578.78      2100.73
2006      97       1049.12       373.13      1422.25
2006      98        707.95       235.93       943.88
2006      99        482.47       143.35       625.82
2006     100        314.25        80.60       394.85
2006     101        187.59        44.18       231.77
2006     102        106.45        24.25       130.70
2006     103         63.14        12.47        75.61
2006     104         39.71         7.60        47.31
2006     105         24.67         4.10        28.77
2006     106         11.58         1.02        12.60
2006     107          4.97         0.00         4.97
2006     108          2.23         0.00         2.23
2006     109          0.67         0.00         0.67
2006     110+         0.00         0.00         0.00
